Unnamed: 0,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,brand_name,Mileage_upd,Engine_upd,Power_upd,Year_upd
1454,Kochi,52895,Diesel,Manual,First,5.0,,6.02,Chevrolet,17.3,1998.0,163.7,5
1455,Mumbai,93000,Petrol,Manual,First,5.0,19.39 Lakh,4.5,Toyota,14.28,1798.0,138.03,9
1456,Pune,70000,Petrol,Manual,First,5.0,,2.0,Maruti,19.0,998.0,66.1,8
1457,Kolkata,32048,Diesel,Manual,First,5.0,,2.4,Nissan,23.08,1461.0,63.1,7
1458,Pune,4700,Petrol,Manual,First,4.0,,1.2,Tata,25.4,624.0,37.48,6
1459,Delhi,71800,Diesel,Manual,First,5.0,,2.9,Maruti,23.4,1248.0,74.0,5
1460,Coimbatore,69078,Petrol,Manual,First,5.0,,40.88,Land,12.7,2179.0,187.7,11
1461,Ahmedabad,45000,Diesel,Automatic,First,5.0,,27.0,Audi,17.32,1968.0,184.0,3
1462,Chennai,15388,Diesel,Manual,First,5.0,,7.5,Honda,25.8,1498.0,98.6,3
1463,Mumbai,98798,Petrol,Manual,First,5.0,,1.5,Chevrolet,14.7,1599.0,104.0,15
1464,Hyderabad,43000,Diesel,Automatic,First,5.0,,39.5,Audi,14.16,1968.0,174.3,3
1465,Hyderabad,85112,Diesel,Manual,First,5.0,,3.39,Maruti,23.2,1248.0,73.94,7
1466,Kochi,37804,Diesel,Manual,First,7.0,,12.4,Mahindra,15.4,2179.0,120.0,1
1467,Chennai,45000,Diesel,Manual,First,5.0,,6.85,Maruti,28.09,1248.0,88.5,5
1468,Pune,116000,Diesel,Manual,Second,5.0,,5.75,Toyota,21.43,1364.0,138.0,8
1469,Chennai,100073,Diesel,Manual,Second,5.0,,2.0,Tata,25.0,1396.0,69.0,4
1470,Jaipur,165000,Petrol,Manual,First,4.0,,0.9,Maruti,16.1,796.0,37.0,13
1471,Kolkata,22000,Petrol,Manual,First,5.0,,3.8,Volkswagen,16.47,1198.0,74.0,4
1472,Delhi,9500,Petrol,Automatic,First,5.0,21.77 Lakh,16.35,Hyundai,14.62,1999.0,149.92,2
1473,Hyderabad,152000,Diesel,Automatic,First,7.0,,16.5,Toyota,11.5,2982.0,169.0,7
1474,Coimbatore,17705,Petrol,Manual,First,5.0,,8.7,Maruti,21.4,1197.0,83.1,0
1475,Mumbai,12000,Petrol,Manual,First,5.0,,6.1,Maruti,21.4,1197.0,83.1,3
1476,Hyderabad,51000,Diesel,Automatic,First,5.0,,21.94,Mini,23.8,1998.0,112.0,6
1477,Chennai,42000,Diesel,Automatic,Second,5.0,,22.0,Mercedes-Benz,13.0,2987.0,210.0,10
1478,Delhi,51000,Petrol,Manual,First,5.0,,2.65,Maruti,20.92,998.0,67.1,4
1479,Kochi,42527,Petrol,Manual,First,5.0,,5.27,Maruti,20.4,1197.0,81.8,2
1480,Kolkata,45000,Diesel,Manual,First,5.0,,2.48,Chevrolet,22.1,1248.0,74.0,5
1481,Kolkata,70000,Diesel,Manual,First,8.0,,6.0,Toyota,12.8,2494.0,102.0,8
1482,Mumbai,92000,Diesel,Manual,First,7.0,,8.9,Toyota,11.5,2982.0,171.0,10
1483,Hyderabad,57156,Diesel,Automatic,Second,5.0,,18.0,BMW,18.88,1995.0,184.0,7
1484,Coimbatore,53211,Petrol,Manual,First,5.0,,11.64,Skoda,16.8,1395.0,138.02,3
1485,Kolkata,80000,Diesel,Manual,First,7.0,,8.99,Toyota,11.5,2982.0,171.0,0
1486,Bangalore,74000,Diesel,Automatic,First,5.0,,5.25,Volkswagen,15.5,1896.0,105.0,10
1487,Kolkata,37000,Diesel,Manual,First,5.0,,2.95,Hyundai,23.0,1396.0,90.0,8
1488,Mumbai,64000,Diesel,Manual,Second,5.0,,2.65,Tata,21.02,1248.0,88.76,6
1489,Pune,57197,Petrol,Manual,First,5.0,,4.0,Volkswagen,15.04,1598.0,103.6,6
1490,Chennai,55000,Diesel,Automatic,First,5.0,18.35 Lakh,12.5,Hyundai,17.6,1582.0,126.2,3
1491,Mumbai,33000,Petrol,Manual,First,5.0,,3.25,Maruti,21.1,1197.0,85.8,5
1492,Delhi,70000,Petrol,Manual,First,5.0,,4.0,Honda,13.1,1997.0,141.1,11
1493,Delhi,75000,Diesel,Manual,Second,7.0,,6.25,Mahindra,15.1,2179.0,140.0,7
1494,Jaipur,58095,Diesel,Manual,First,5.0,9.19 Lakh,5.8,Volkswagen,21.66,1498.0,108.62,3
1495,Kolkata,7445,Petrol,Manual,First,5.0,8.09 Lakh,5.0,Tata,17.57,1193.0,88.7,4
1496,Kochi,17652,Diesel,Automatic,First,5.0,,58.73,Jaguar,12.9,2993.0,270.88,3
1497,Kochi,28321,Petrol,Automatic,First,5.0,23.25 Lakh,17.49,Toyota,14.28,1798.0,138.03,1
1498,Pune,69000,Petrol,Manual,Second,5.0,,1.95,Maruti,19.0,998.0,66.1,8
1499,Mumbai,80000,Petrol,Automatic,First,5.0,,3.0,Honda,11.1,2354.0,142.0,12
1500,Delhi,42365,Petrol,Manual,First,5.0,,5.5,Hyundai,17.0,1197.0,80.0,5
1501,Delhi,123000,Diesel,Automatic,First,7.0,,16.5,Toyota,12.55,2982.0,168.5,6
1502,Mumbai,40000,Petrol,Automatic,Second,5.0,,14.5,Mercedes-Benz,11.74,1796.0,186.0,8
1503,Hyderabad,30112,Diesel,Manual,First,5.0,,7.79,Maruti,27.39,1248.0,74.0,3
1504,Kochi,43775,Diesel,Manual,First,7.0,,8.27,Maruti,20.77,1248.0,88.76,2
1505,Kochi,26013,Diesel,Automatic,First,5.0,1.39 Cr,97.07,Land,12.65,2993.0,255.0,0
1506,Mumbai,56000,Petrol,Manual,First,5.0,,2.15,Chevrolet,12.9,1598.0,102.5,7
1507,Hyderabad,95000,Petrol,Automatic,Second,5.0,,3.0,Honda,12.9,1799.0,130.0,11
1508,Coimbatore,41089,Diesel,Automatic,First,5.0,,28.79,BMW,16.09,1995.0,184.0,5
1509,Mumbai,41988,Diesel,Automatic,First,5.0,,5.45,Skoda,20.0,1968.0,138.1,8
1510,Delhi,72486,Diesel,Manual,First,5.0,,3.95,Maruti,23.4,1248.0,74.0,6
1511,Pune,92000,Diesel,Automatic,First,5.0,,16.0,Volvo,23.3,1984.0,150.0,6
1512,Delhi,40000,Petrol,Manual,First,5.0,,4.25,Maruti,17.5,1298.0,85.8,6
1513,Bangalore,56000,Diesel,Automatic,First,5.0,,34.5,Land,12.7,2179.0,187.7,5
1514,Mumbai,125000,Petrol,Automatic,Third,5.0,,2.6,Honda,11.7,2354.0,177.6,11
1515,Kochi,29219,Diesel,Manual,First,8.0,,13.48,Toyota,12.99,2494.0,100.6,2
1516,Hyderabad,39927,Diesel,Manual,First,7.0,,32.1,Toyota,12.55,2982.0,168.5,1
1517,Kochi,38593,Petrol,Manual,First,5.0,,6.17,Honda,18.7,1199.0,88.7,1
1518,Kolkata,32000,Petrol,Manual,First,5.0,,5.5,Honda,17.0,1497.0,118.0,4
1519,Hyderabad,28226,Diesel,Automatic,First,5.0,11.52 Lakh,9.15,Maruti,28.4,1248.0,73.75,2
1520,Pune,95000,Diesel,Manual,First,5.0,,4.5,Nissan,21.64,1461.0,84.8,5
1521,Chennai,194000,Diesel,Manual,First,8.0,,10.5,Toyota,12.99,2494.0,100.6,5
1522,Coimbatore,14821,Petrol,Manual,First,5.0,,5.37,Honda,19.4,1198.0,86.8,3
1523,Bangalore,52000,Petrol,Manual,First,5.0,,5.45,Volkswagen,15.04,1598.0,103.6,7
1524,Mumbai,33000,Diesel,Manual,First,7.0,,9.25,Mahindra,16.0,2179.0,140.0,3
1525,Chennai,29200,Diesel,Manual,First,5.0,13.23 Lakh,7.7,Ford,23.0,1498.0,98.96,3
1526,Hyderabad,99754,Diesel,Manual,First,5.0,,7.99,Skoda,17.72,1968.0,108.49,7
1527,Chennai,49000,Petrol,Manual,First,5.0,,3.0,Hyundai,20.36,1197.0,78.9,7
1528,Hyderabad,299322,Diesel,Manual,First,8.0,,4.0,Toyota,12.8,2494.0,102.0,14
1529,Coimbatore,38310,Diesel,Manual,First,5.0,10.06 Lakh,6.69,Tata,20.65,1248.0,88.7,1
1530,Delhi,56000,Diesel,Manual,First,5.0,,4.25,Maruti,22.9,1248.0,74.0,5
1531,Kolkata,31300,Diesel,Automatic,First,5.0,15.34 Lakh,10.5,Skoda,21.72,1498.0,108.4,2
1532,Coimbatore,11241,Diesel,Manual,First,8.0,24.01 Lakh,22.55,Toyota,13.68,2393.0,147.8,0
1533,Pune,48000,Petrol,Manual,Second,5.0,,5.2,Hyundai,17.01,1591.0,121.3,5
1534,Coimbatore,23882,Petrol,Manual,First,5.0,,11.87,Honda,17.4,1497.0,117.3,0
1535,Hyderabad,65000,Diesel,Manual,First,5.0,,6.99,Honda,26.0,1498.0,98.6,5
1536,Jaipur,50000,Diesel,Manual,First,5.0,,5.0,Volkswagen,20.54,1598.0,103.6,8
1537,Chennai,25000,Diesel,Automatic,First,5.0,,44.0,Audi,12.19,2967.0,236.0,5
1538,Chennai,21000,Petrol,Manual,First,5.0,,2.79,Maruti,22.74,796.0,47.3,4
1539,Pune,148000,Diesel,Manual,Second,5.0,,2.9,Tata,21.12,1248.0,88.8,7
1540,Delhi,68000,Petrol,Manual,First,5.0,,9.85,Hyundai,15.29,1591.0,121.3,3
1541,Bangalore,52000,Diesel,Automatic,First,7.0,,49.0,Mercedes-Benz,12.0,2987.0,224.0,5
1542,Jaipur,19000,Diesel,Manual,First,6.0,11.39 Lakh,9.25,Mahindra,16.55,2498.0,105.0,3
1543,Mumbai,74000,Diesel,Manual,Second,5.0,,3.75,Hyundai,22.32,1582.0,126.3,8
1544,Coimbatore,30279,Diesel,Manual,First,5.0,9.79 Lakh,7.29,Ford,26.1,1498.0,99.0,2
1545,Mumbai,20000,Diesel,Automatic,First,4.0,35 Lakh,23.5,Mini,20.7,1496.0,113.98,3
1546,Hyderabad,34834,Petrol,Manual,First,5.0,,2.6,Maruti,14.0,796.0,35.0,6
1547,Pune,90000,Diesel,Manual,Second,5.0,9.26 Lakh,3.1,Mahindra,21.03,1461.0,65.0,4
1548,Coimbatore,38730,Diesel,Automatic,First,5.0,,29.98,Mercedes-Benz,14.21,2143.0,203.0,3
1549,Kochi,57390,Diesel,Manual,First,5.0,,6.73,Renault,19.01,1461.0,108.45,3
1550,Kolkata,100000,Diesel,Manual,First,5.0,,3.5,Maruti,23.4,1248.0,74.0,3
1551,Kolkata,50000,Petrol,Manual,First,5.0,,2.35,Volkswagen,16.47,1198.0,73.9,8
1552,Coimbatore,64961,Diesel,Manual,First,7.0,,16.13,Mahindra,16.0,2179.0,140.0,2
1553,Coimbatore,72465,Petrol,Manual,First,5.0,,5.9,Volkswagen,16.47,1198.0,74.0,5
1554,Hyderabad,68776,Petrol,Manual,First,5.0,,3.9,Maruti,21.1,1197.0,85.8,7
1555,Pune,150000,Petrol,Manual,First,5.0,,1.5,Chevrolet,14.7,1598.0,79.4,14
1556,Delhi,68000,Diesel,Manual,First,7.0,,6.95,Toyota,12.8,2494.0,102.0,7
1557,Delhi,33000,Diesel,Manual,First,5.0,,7.0,Honda,26.0,1498.0,98.6,4
1558,Coimbatore,22389,Petrol,Manual,First,5.0,8.68 Lakh,7.23,Volkswagen,17.0,1198.0,73.75,2
1559,Mumbai,90000,Diesel,Manual,First,5.0,,3.81,Maruti,21.5,1248.0,88.8,7
1560,Chennai,42000,Petrol,Manual,Third,5.0,,4.5,Maruti,18.6,1197.0,85.8,7
1561,Pune,38767,Diesel,Manual,First,5.0,,12.6,Hyundai,19.67,1582.0,126.2,2
1562,Bangalore,21000,Diesel,Automatic,First,7.0,,48.0,Audi,12.07,2967.0,241.4,4
1563,Coimbatore,59136,Petrol,Manual,First,5.0,,2.96,Maruti,19.7,796.0,46.3,9
1564,Kolkata,36000,Diesel,Manual,First,5.0,,3.25,Honda,25.8,1498.0,98.6,5
1565,Chennai,95000,Diesel,Automatic,Second,5.0,,8.5,Volkswagen,18.33,1968.0,167.7,8
1566,Mumbai,51000,Diesel,Automatic,First,5.0,,8.75,Hyundai,19.5,1582.0,126.24,6
1567,Kochi,36411,Petrol,Manual,First,5.0,,3.08,Maruti,18.9,998.0,67.1,8
1568,Mumbai,40000,Diesel,Automatic,First,7.0,66.39 Lakh,41.5,Land,12.81,1999.0,148.31,2
1569,Pune,27300,Petrol,Manual,First,5.0,,7.0,Honda,17.8,1497.0,117.3,3
1570,Kochi,29813,Petrol,Automatic,Second,5.0,,11.5,Mercedes-Benz,14.74,1991.0,181.03,8
1571,Pune,71000,Petrol,Manual,First,5.0,,2.6,Maruti,20.51,998.0,67.04,8
1572,Kolkata,32000,Diesel,Manual,First,5.0,,4.3,Hyundai,22.32,1582.0,126.3,5
1573,Mumbai,19234,CNG,Manual,First,7.0,,8.35,Maruti,17.5,1373.0,80.46,2
1574,Jaipur,50510,Diesel,Automatic,First,5.0,36.45 Lakh,24.9,Volkswagen,17.06,1968.0,141.0,2
1575,Pune,102000,Diesel,Automatic,First,5.0,,13.75,BMW,15.06,1995.0,177.0,8
1576,Kolkata,42277,Diesel,Manual,First,5.0,,3.85,Hyundai,24.0,1186.0,73.97,5
1577,Mumbai,46000,Diesel,Automatic,First,5.0,,23.25,Mercedes-Benz,13.0,2143.0,201.1,5
1578,Chennai,35000,Diesel,Manual,First,7.0,,7.0,Mahindra,13.6,2523.0,140.0,7
1579,Bangalore,50000,Petrol,Manual,First,5.0,,5.75,Hyundai,18.9,1197.0,82.0,4
1580,Mumbai,62000,Petrol,Manual,Second,5.0,,1.65,Hyundai,20.36,1197.0,78.9,11
1581,Mumbai,78000,Diesel,Manual,First,5.0,,6.5,Volkswagen,19.33,1968.0,138.1,7
1582,Chennai,79000,Diesel,Manual,First,5.0,,7.5,Skoda,17.67,1968.0,138.08,8
1583,Kochi,6773,Diesel,Automatic,First,7.0,91.38 Lakh,72.94,Audi,14.75,2967.0,245.0,0
1584,Chennai,135000,Diesel,Manual,Second,7.0,,11.0,Toyota,11.5,2982.0,171.0,9
1585,Kochi,36716,Petrol,Manual,First,5.0,,3.02,Maruti,18.9,1061.0,67.0,6
1586,Coimbatore,65060,Petrol,Manual,First,5.0,,3.32,Hyundai,21.1,814.0,55.2,6
1587,Delhi,33000,Petrol,Manual,First,5.0,,3.24,Honda,19.4,1198.0,86.8,6
1588,Kolkata,11110,Petrol,Manual,First,5.0,,2.35,Maruti,22.74,796.0,47.3,4
1589,Jaipur,63000,Diesel,Manual,First,7.0,11.15 Lakh,5.5,Mahindra,15.96,2523.0,62.1,6
1590,Mumbai,27030,Petrol,Manual,First,5.0,,6.75,Honda,17.8,1497.0,117.3,4
1591,Mumbai,19600,Petrol,Manual,First,5.0,,6.15,Skoda,15.0,1598.0,103.52,4
1592,Pune,27755,Petrol,Manual,First,5.0,,5.45,Maruti,22.0,1197.0,81.8,3
1593,Hyderabad,20000,Petrol,Manual,Second,5.0,,2.3,Hyundai,21.1,814.0,55.2,6
1594,Kochi,24782,Petrol,Manual,First,5.0,,6.21,Maruti,20.85,1197.0,83.14,4
1595,Coimbatore,47303,Petrol,Automatic,First,5.0,,5.21,Nissan,19.34,1198.0,76.0,5
1596,Delhi,71000,Petrol,Automatic,First,7.0,,11.99,Audi,8.3,4134.0,250.0,11
1597,Pune,135000,Diesel,Manual,First,5.0,,3.1,Maruti,17.8,1248.0,75.0,9
1598,Jaipur,1000,Diesel,Manual,First,5.0,,7.5,Tata,13.49,2179.0,138.03,2
1599,Kolkata,29000,Diesel,Manual,First,5.0,,4.0,Volkswagen,20.14,1498.0,88.8,3
1600,Kochi,36367,Petrol,Manual,First,5.0,,7.73,Honda,17.8,1497.0,117.3,3
1601,Bangalore,38000,Petrol,Manual,First,5.0,,7.8,Honda,17.4,1497.0,117.3,4
1602,Hyderabad,83969,Petrol,Manual,First,4.0,,1.3,Maruti,16.1,796.0,37.0,8
1603,Jaipur,82621,Diesel,Manual,First,5.0,,4.42,Volkswagen,20.14,1498.0,88.8,5
1604,Pune,89000,Diesel,Automatic,First,7.0,,4.0,Chevrolet,12.5,1991.0,147.9,10
1605,Kolkata,54000,Diesel,Manual,First,7.0,,13.0,Mahindra,16.0,2179.0,140.0,3
1606,Kochi,61691,Diesel,Manual,First,5.0,,5.38,Honda,25.8,1498.0,98.6,4
1607,Chennai,32200,Petrol,Manual,Second,5.0,,3.25,Hyundai,17.0,1197.0,80.0,8
1608,Jaipur,68630,Petrol,Automatic,First,5.0,,3.87,Maruti,20.51,998.0,67.0,3
1609,Mumbai,61000,Diesel,Automatic,Second,5.0,,8.25,Volkswagen,16.96,1968.0,138.03,5
1610,Mumbai,32644,Petrol,Manual,First,5.0,,9.28,Maruti,20.73,1373.0,91.1,1
1611,Delhi,85000,Diesel,Automatic,First,7.0,,6.25,Mahindra,11.79,2179.0,120.0,7
1612,Mumbai,75000,Petrol,Manual,Second,5.0,,1.15,Chevrolet,15.26,1150.0,74.9,11
1613,Kochi,40347,Petrol,Manual,First,5.0,,7.8,Maruti,20.73,1373.0,91.2,3
1614,Hyderabad,60788,Diesel,Manual,First,5.0,,4.5,Hyundai,23.0,1396.0,90.0,7
1615,Kochi,18664,Petrol,Manual,First,5.0,,7.56,Honda,18.7,1199.0,88.7,1
1616,Coimbatore,57847,Diesel,Manual,First,7.0,,16.08,Mahindra,16.0,2179.0,140.0,2
1617,Bangalore,52237,Petrol,Manual,First,5.0,,4.5,Hyundai,17.0,1197.0,80.0,7
1618,Chennai,128000,Diesel,Manual,First,5.0,,5.0,Hyundai,22.32,1582.0,126.32,7
1619,Delhi,54000,Petrol,Manual,First,5.0,,2.2,Hyundai,19.81,1086.0,68.05,8
1620,Bangalore,49800,Petrol,Automatic,First,5.0,,4.0,Maruti,23.1,998.0,67.04,5
1621,Kolkata,98000,Diesel,Manual,First,5.0,,2.51,Skoda,20.86,1199.0,73.9,7
1622,Delhi,60095,Diesel,Manual,First,5.0,,4.75,Maruti,25.2,1248.0,74.0,4
1623,Pune,68000,Petrol,Manual,Second,5.0,,2.0,Hyundai,16.0,1086.0,66.7,11
1624,Jaipur,81402,Petrol,Manual,Second,5.0,,2.1,Hyundai,20.36,1197.0,78.9,9
1625,Mumbai,38000,Petrol,Automatic,First,5.0,,6.25,Ford,16.5,1499.0,110.0,6
1626,Kochi,92239,Diesel,Automatic,Second,5.0,,10.6,Mercedes-Benz,11.5,2987.0,210.0,8
1627,Ahmedabad,49224,Diesel,Manual,First,5.0,,6.0,Maruti,25.2,1248.0,74.0,2
1628,Jaipur,12000,Petrol,Manual,Second,4.0,,0.45,Maruti,16.1,796.0,37.0,15
1629,Pune,54898,Petrol,Manual,Third,5.0,,2.5,Maruti,16.1,1298.0,88.2,9
1630,Mumbai,2500,Petrol,Manual,First,5.0,,12.75,Hyundai,15.29,1591.0,121.3,1
1631,Kochi,32838,Diesel,Automatic,First,5.0,50.97 Lakh,30.29,BMW,17.05,1995.0,190.0,2
1632,Hyderabad,27076,Petrol,Manual,First,5.0,,1.6,Ford,13.8,1299.0,70.0,13
1633,Kochi,75445,Diesel,Manual,First,5.0,,7.54,Ford,22.7,1498.0,89.84,2
1634,Kochi,46601,Petrol,Manual,First,5.0,,6.84,Maruti,20.73,1373.0,91.1,4
1635,Kolkata,72000,Diesel,Automatic,First,5.0,,6.0,Volkswagen,18.33,1968.0,167.7,7
1636,Pune,27000,Diesel,Manual,First,5.0,,8.0,Honda,27.3,1498.0,98.6,2
1637,Coimbatore,68193,Diesel,Automatic,First,5.0,,24.74,Audi,17.11,1968.0,174.33,3
1638,Kochi,34429,Diesel,Manual,First,5.0,,5.5,Hyundai,24.0,1120.0,70.0,2
1639,Delhi,46000,Diesel,Automatic,First,7.0,,36.0,Mercedes-Benz,12.0,2987.0,224.0,6
1640,Coimbatore,80544,Diesel,Manual,First,7.0,,11.79,Toyota,12.99,2494.0,100.6,6
1641,Jaipur,42000,Petrol,Manual,Second,5.0,,3.0,Nissan,16.95,1498.0,97.7,8
1642,Bangalore,94821,Diesel,Automatic,Second,5.0,,6.75,Skoda,20.0,1968.0,138.1,8
1643,Jaipur,100000,Petrol,Manual,First,5.0,,1.4,Chevrolet,14.49,1399.0,92.7,13
1644,Mumbai,57000,Diesel,Manual,First,7.0,,5.75,Honda,24.2,1498.0,98.6,5
1645,Hyderabad,79894,Diesel,Manual,First,5.0,,3.4,Maruti,21.1,1248.0,73.9,9
1646,Coimbatore,44748,Petrol,Manual,Second,5.0,,4.89,Volkswagen,16.47,1198.0,73.9,8
1647,Mumbai,31000,Petrol,Manual,First,5.0,,4.95,Nissan,13.24,1598.0,102.5,6
1648,Coimbatore,60587,Petrol,Automatic,Second,5.0,,3.49,Maruti,16.98,998.0,66.1,6
1649,Pune,32000,Diesel,Manual,First,5.0,,3.85,Toyota,23.59,1364.0,102.0,8
1650,Pune,43772,Petrol,Manual,First,5.0,,6.35,Honda,17.0,1497.0,118.0,5
1651,Coimbatore,23576,Petrol,Automatic,First,5.0,,7.08,Hyundai,18.9,1197.0,82.0,2
1652,Hyderabad,4000,Diesel,Automatic,First,5.0,53.41 Lakh,38.0,Jaguar,13.6,1999.0,177.0,2
1653,Kolkata,62000,Diesel,Manual,First,8.0,,6.25,Mahindra,12.05,2179.0,120.0,7
1654,Mumbai,36000,Petrol,Automatic,First,5.0,,10.15,Mercedes-Benz,11.74,1796.0,186.0,8
1655,Delhi,80000,Petrol,Automatic,First,5.0,,10.75,Skoda,13.7,1798.0,157.75,5
1656,Pune,137008,Diesel,Automatic,First,4.0,,4.65,Chevrolet,18.1,1991.0,147.9,7
1657,Delhi,61001,Diesel,Manual,First,8.0,,4.75,Mahindra,12.05,2179.0,120.0,9
1658,Coimbatore,52191,Petrol,Manual,First,5.0,,7.78,Hyundai,17.1,1591.0,121.3,4
1659,Hyderabad,77076,Diesel,Manual,First,5.0,,6.75,Hyundai,23.0,1396.0,90.0,3
1660,Hyderabad,56000,Petrol,Automatic,First,5.0,,2.99,Honda,16.4,1497.0,78.0,11
1661,Kolkata,21000,Petrol,Manual,First,5.0,,2.35,Hyundai,20.36,1197.0,78.9,6
1662,Delhi,89429,Diesel,Manual,First,5.0,,3.65,Honda,25.8,1498.0,98.6,6
1663,Delhi,45631,Petrol,Manual,Second,5.0,4.59 Lakh,2.74,Maruti,22.5,998.0,67.04,7
1664,Jaipur,53959,Petrol,Manual,First,5.0,,3.5,Honda,19.4,1198.0,86.8,6
1665,Kochi,55804,Petrol,Manual,First,5.0,,4.76,Hyundai,17.0,1197.0,80.0,5
1666,Kochi,25899,Petrol,Manual,First,5.0,,6.2,Volkswagen,15.04,1598.0,103.2,3
1667,Pune,82000,Diesel,Manual,Second,5.0,,2.35,Skoda,18.7,1896.0,66.0,11
1668,Mumbai,52000,Diesel,Automatic,First,5.0,,24.5,Mercedes-Benz,13.0,2143.0,204.0,5
1669,Pune,20000,Petrol,Manual,First,5.0,,6.0,Renault,13.24,1598.0,102.57,6
1670,Hyderabad,31829,Petrol,Manual,First,5.0,,3.65,Hyundai,21.1,814.0,55.2,2
1671,Coimbatore,18094,Petrol,Manual,Second,5.0,,6.26,Maruti,18.6,1197.0,85.8,3
1672,Jaipur,80000,Diesel,Manual,Second,5.0,,2.1,Nissan,19.5,1461.0,84.8,8
1673,Mumbai,11964,Diesel,Automatic,First,5.0,,32.95,Audi,13.22,2967.0,241.4,4
1674,Coimbatore,22684,Petrol,Manual,First,5.0,,7.8,Hyundai,18.6,1197.0,81.83,1
1675,Bangalore,43521,Petrol,Manual,First,5.0,,4.25,Honda,19.4,1198.0,86.8,5
1676,Kochi,49386,Petrol,Manual,First,5.0,,4.86,Maruti,17.5,1298.0,85.8,5
1677,Delhi,12248,Petrol,Manual,First,5.0,6.54 Lakh,4.9,Hyundai,18.9,1197.0,81.86,2
1678,Coimbatore,67771,Diesel,Manual,First,8.0,,7.06,Mahindra,11.68,2498.0,112.0,5
1679,Delhi,60007,Petrol,Automatic,First,4.0,,4.5,Volkswagen,17.21,1798.0,189.0,4
1680,Coimbatore,48624,Petrol,Manual,First,5.0,4.7 Lakh,3.22,Maruti,24.07,998.0,67.1,8
1681,Kolkata,30000,Diesel,Manual,First,5.0,,3.25,Volkswagen,22.07,1199.0,73.9,5
1682,Delhi,81605,Petrol,Manual,First,5.0,,4.53,Hyundai,18.9,1197.0,82.0,3
1683,Coimbatore,32642,Diesel,Automatic,First,5.0,,34.78,Mercedes-Benz,14.84,2143.0,170.0,2
1684,Pune,34200,Petrol,Automatic,First,5.0,,6.5,Hyundai,15.74,1591.0,121.3,5
1685,Chennai,72204,Petrol,Manual,First,5.0,,2.25,Fiat,15.7,1172.0,67.0,9
1686,Pune,156347,Diesel,Manual,Second,8.0,,8.0,Toyota,12.99,2494.0,100.0,8
1687,Kochi,47357,Diesel,Automatic,First,7.0,,8.37,Mahindra,18.49,1493.0,100.0,2
1688,Coimbatore,61738,Diesel,Manual,First,5.0,,5.39,Volkswagen,20.14,1498.0,88.8,4
1689,Kochi,32586,Diesel,Automatic,First,5.0,67.87 Lakh,37.3,BMW,22.48,1995.0,190.0,1
1690,Coimbatore,40129,Diesel,Automatic,First,5.0,95.13 Lakh,70.8,Mercedes-Benz,11.57,2987.0,254.79,1
1691,Mumbai,51000,Diesel,Automatic,First,5.0,,22.25,Mercedes-Benz,11.74,2987.0,254.8,7
1692,Kochi,10393,Petrol,Manual,First,5.0,6.62 Lakh,6.03,Hyundai,18.9,1197.0,81.86,1
1693,Mumbai,46000,Petrol,Automatic,First,5.0,,4.9,Skoda,13.7,1798.0,157.75,8
1694,Chennai,21000,Petrol,Automatic,First,5.0,,3.96,Hyundai,16.95,1197.0,78.9,6
1695,Hyderabad,113562,Diesel,Manual,First,5.0,,4.6,Hyundai,23.0,1396.0,90.0,8
1696,Mumbai,100010,Diesel,Manual,Second,8.0,,5.5,Mahindra,12.05,2179.0,120.0,8
1697,Mumbai,63107,Petrol,Manual,First,5.0,,3.25,Honda,19.4,1198.0,86.8,6
1698,Jaipur,58500,Petrol,Manual,First,5.0,,6.25,Hyundai,18.6,1197.0,81.83,2
1699,Pune,90000,Diesel,Manual,Fourth & Above,7.0,,3.0,Ford,10.9,2499.0,143.0,12
1700,Chennai,108242,Diesel,Manual,First,5.0,,4.25,Hyundai,16.8,1493.0,110.0,8
1701,Pune,146300,Diesel,Manual,First,7.0,,12.25,Toyota,11.5,2982.0,171.0,8
1702,Pune,62943,Diesel,Automatic,Second,5.0,,10.95,BMW,17.05,1995.0,184.0,8
1703,Delhi,65000,Diesel,Automatic,First,7.0,,16.5,Toyota,12.55,2982.0,168.5,6
1704,Pune,1700,Petrol,Automatic,First,5.0,9.44 Lakh,7.8,Honda,19.0,1199.0,88.76,1
1705,Kochi,34697,Petrol,Manual,First,5.0,,3.7,Hyundai,19.81,1086.0,68.05,6
1706,Hyderabad,58000,Petrol,Manual,First,5.0,,4.0,Hyundai,17.0,1197.0,80.0,7
1707,Mumbai,32500,Diesel,Automatic,First,5.0,,26.75,BMW,19.59,1995.0,187.74,4
1708,Coimbatore,58661,Diesel,Automatic,First,5.0,48.64 Lakh,28.03,Audi,15.17,1968.0,181.0,3
1709,Kochi,37124,Petrol,Manual,First,5.0,,5.44,Maruti,20.4,1197.0,81.8,2
1710,Delhi,44000,Petrol,Automatic,First,5.0,,6.2,Maruti,21.4,1197.0,83.1,2
1711,Kolkata,45200,Petrol,Manual,First,5.0,,0.9,Hyundai,13.2,1495.0,94.0,14
1712,Mumbai,11000,Petrol,Manual,First,5.0,,3.95,Maruti,18.5,1197.0,85.8,3
1713,Pune,65000,Petrol,Manual,Second,4.0,,0.44,Tata,26.0,624.0,35.0,8
